export_volume_units,units_increase,export_volume_tons,price,price_per_unit,war,manufacturer,export,observation,time-period,category_dry_cats_and_dogs,category_treats,category_wet,pet_type_cats,pet_type_dogs,price_segment_economy,price_segment_middle,price_segment_premium,package_type_can,package_type_pack,package_type_pouch,package_type_sack
2957.0,-0.4318924111431316,20.47,0.38,128.50862360500506,0,TOV_KORMOTECH,1,35,5,True,False,False,False,True,True,False,False,False,False,False,True
4329.0,0.46398376733175506,22.86,0.42,97.02009702009701,0,TOV_KORMOTECH,1,35,6,True,False,False,False,True,True,False,False,False,False,False,True
7844.0,0.811965811965812,20.86,0.39,49.71953085160633,0,TOV_KORMOTECH,1,35,7,True,False,False,False,True,True,False,False,False,False,False,True
3332.0,-0.5752167261601224,17.17,0.3,90.0360144057623,0,TOV_KORMOTECH,1,35,8,True,False,False,False,True,True,False,False,False,False,False,True
11779.0,2.5351140456182475,53.35,0.98,83.19891332031582,0,TOV_KORMOTECH,1,35,9,True,False,False,False,True,True,False,False,False,False,False,True
2994.0,-0.7458188301214025,14.91,0.27,90.1803607214429,0,TOV_KORMOTECH,1,35,10,True,False,False,False,True,True,False,False,False,False,False,True
12297.0,3.1072144288577155,35.81,0.68,55.29804017239977,0,TOV_KORMOTECH,1,35,11,True,False,False,False,True,True,False,False,False,False,False,True
5590.0,-0.5454175815239489,27.23,0.52,93.0232558139535,0,TOV_KORMOTECH,1,35,12,True,False,False,False,True,True,False,False,False,False,False,True
6411.0,0.1468694096601073,18.26,0.36,56.1534861956013,0,TOV_KORMOTECH,1,35,13,True,False,False,False,True,True,False,False,False,False,False,True
5897.0,-0.08017469973483071,20.31,0.41,69.52687807359673,0,TOV_KORMOTECH,1,35,14,True,False,False,False,True,True,False,False,False,False,False,True
5202.0,-0.11785653722231648,11.03,0.23,44.21376393694733,1,TOV_KORMOTECH,1,35,15,True,False,False,False,True,True,False,False,False,False,False,True
3866.0,-0.25682429834678966,9.25,0.2,51.733057423693744,1,TOV_KORMOTECH,1,35,16,True,False,False,False,True,True,False,False,False,False,False,True
1974.0,-0.4893947232281428,4.21,0.08,40.52684903748733,1,TOV_KORMOTECH,1,35,17,True,False,False,False,True,True,False,False,False,False,False,True
2916.0,0.4772036474164134,11.64,0.24,82.30452674897118,1,TOV_KORMOTECH,1,35,18,True,False,False,False,True,True,False,False,False,False,False,True
1706.0,-0.4149519890260631,7.14,0.19,111.37162954279016,1,TOV_KORMOTECH,1,35,19,True,False,False,False,True,True,False,False,False,False,False,True
6576.0,2.8546307151230947,13.14,0.39,59.306569343065696,1,TOV_KORMOTECH,1,35,20,True,False,False,False,True,True,False,False,False,False,False,True
3793.0,-0.423205596107056,14.73,0.4,105.45742156604271,1,TOV_KORMOTECH,1,35,21,True,False,False,False,True,True,False,False,False,False,False,True
3077.0,-0.18876878460321644,11.49,0.31,100.74748131296717,1,TOV_KORMOTECH,1,35,22,True,False,False,False,True,True,False,False,False,False,False,True
5986.0,0.9454013649658759,17.32,0.5,83.5282325425994,1,TOV_KORMOTECH,1,35,23,True,False,False,False,True,True,False,False,False,False,False,True
944.0,-0.8422986969595723,2.74,0.06,63.559322033898304,1,TOV_KORMOTECH,1,35,24,True,False,False,False,True,True,False,False,False,False,False,True
4312.0,3.5677966101694913,11.44,0.31,71.89239332096476,1,TOV_KORMOTECH,1,35,25,True,False,False,False,True,True,False,False,False,False,False,True
8084.0,0.8747680890538034,22.08,0.61,75.45769421078674,1,TOV_KORMOTECH,1,35,26,True,False,False,False,True,True,False,False,False,False,False,True
4496.0,-0.4438396833250866,22.93,0.62,137.90035587188612,1,TOV_KORMOTECH,1,35,27,True,False,False,False,True,True,False,False,False,False,False,True
7334.0,0.6312277580071175,15.46,0.46,62.72157076629398,1,TOV_KORMOTECH,1,35,28,True,False,False,False,True,True,False,False,False,False,False,True
9504.0,0.295882192527952,17.45,0.53,55.765993265993274,1,TOV_KORMOTECH,1,35,29,True,False,False,False,True,True,False,False,False,False,False,True
2064.0,-0.7828282828282829,5.97,0.21,101.74418604651162,1,TOV_KORMOTECH,1,35,30,True,False,False,False,True,True,False,False,False,False,False,True
44519.0,0.0,106.52,2.64,59.3005233720434,0,TOV_KORMOTECH,1,37,1,True,False,False,True,False,True,False,False,False,False,False,True
62069.0,0.3942137065073339,139.93,3.65,58.805522885820615,0,TOV_KORMOTECH,1,37,2,True,False,False,True,False,True,False,False,False,False,False,True
40525.0,-0.34709758494578613,171.49,4.14,102.15916101172115,0,TOV_KORMOTECH,1,37,3,True,False,False,True,False,True,False,False,False,False,False,True
33098.0,-0.18326958667489202,131.26,3.23,97.58897818599311,0,TOV_KORMOTECH,1,37,4,True,False,False,True,False,True,False,False,False,False,False,True
119404.0,2.607589582452112,218.06,5.39,45.140866302636425,0,TOV_KORMOTECH,1,37,5,True,False,False,True,False,True,False,False,False,False,False,True
73620.0,-0.38343774077920334,162.74,4.06,55.148057593045365,0,TOV_KORMOTECH,1,37,6,True,False,False,True,False,True,False,False,False,False,False,True
30713.0,-0.582817169247487,85.7,1.99,64.79340995669585,0,TOV_KORMOTECH,1,37,7,True,False,False,True,False,True,False,False,False,False,False,True
19633.0,-0.3607592875980855,101.68,2.33,118.67773646411653,0,TOV_KORMOTECH,1,37,8,True,False,False,True,False,True,False,False,False,False,False,True
69757.0,2.5530484388529517,273.87,6.62,94.90087016356782,0,TOV_KORMOTECH,1,37,9,True,False,False,True,False,True,False,False,False,False,False,True
34198.0,-0.5097552933755752,125.9,2.82,82.46096262939352,0,TOV_KORMOTECH,1,37,10,True,False,False,True,False,True,False,False,False,False,False,True
49421.0,0.44514299081817654,157.63,3.9,78.9138220594484,0,TOV_KORMOTECH,1,37,11,True,False,False,True,False,True,False,False,False,False,False,True
47146.0,-0.046033062868011565,213.74,5.21,110.50778432952956,0,TOV_KORMOTECH,1,37,12,True,False,False,True,False,True,False,False,False,False,False,True
44794.0,-0.04988758325202558,123.26,3.05,68.08947626914319,0,TOV_KORMOTECH,1,37,13,True,False,False,True,False,True,False,False,False,False,False,True
43336.0,-0.03254900209849532,171.95,4.39,101.30145837179249,0,TOV_KORMOTECH,1,37,14,True,False,False,True,False,True,False,False,False,False,False,True
35146.0,-0.18898836994646484,54.84,1.49,42.39458259830422,1,TOV_KORMOTECH,1,37,15,True,False,False,True,False,True,False,False,False,False,False,True
17865.0,-0.4916917999203323,65.68,1.78,99.63616008956059,1,TOV_KORMOTECH,1,37,16,True,False,False,True,False,True,False,False,False,False,False,True
6931.0,-0.6120347047299188,53.06,1.31,189.0059154523157,1,TOV_KORMOTECH,1,37,17,True,False,False,True,False,True,False,False,False,False,False,True
25514.0,2.6811426922522004,141.38,3.62,141.88288782629147,1,TOV_KORMOTECH,1,37,18,True,False,False,True,False,True,False,False,False,False,False,True
16629.0,-0.3482401818609391,68.63,1.87,112.45414637079801,1,TOV_KORMOTECH,1,37,19,True,False,False,True,False,True,False,False,False,False,False,True
31659.0,0.9038426844668952,154.83,4.77,150.66805647683123,1,TOV_KORMOTECH,1,37,20,True,False,False,True,False,True,False,False,False,False,False,True
48460.0,0.5306863767017278,151.59,4.47,92.24102352455633,1,TOV_KORMOTECH,1,37,21,True,False,False,True,False,True,False,False,False,False,False,True
78787.0,0.6258151052414362,219.59,6.77,85.92788150329369,1,TOV_KORMOTECH,1,37,22,True,False,False,True,False,True,False,False,False,False,False,True
61706.0,-0.21679972584309593,273.03,8.82,142.9358571289664,1,TOV_KORMOTECH,1,37,23,True,False,False,True,False,True,False,False,False,False,False,True
22134.0,-0.6412990633001653,154.24,4.62,208.72865275142317,1,TOV_KORMOTECH,1,37,24,True,False,False,True,False,True,False,False,False,False,False,True
49167.0,1.22133369476823,85.47,3.03,61.626700835926535,1,TOV_KORMOTECH,1,37,25,True,False,False,True,False,True,False,False,False,False,False,True
70974.0,0.44352919641222766,181.36,6.24,87.91951982416097,1,TOV_KORMOTECH,1,37,26,True,False,False,True,False,True,False,False,False,False,False,True
56126.0,-0.20920337024825997,197.42,6.75,120.26511777073014,1,TOV_KORMOTECH,1,37,27,True,False,False,True,False,True,False,False,False,False,False,True
35675.0,-0.3643765812635855,106.15,3.82,107.07778556412053,1,TOV_KORMOTECH,1,37,28,True,False,False,True,False,True,False,False,False,False,False,True
41779.0,0.17110021023125443,130.99,4.81,115.12961056990353,1,TOV_KORMOTECH,1,37,29,True,False,False,True,False,True,False,False,False,False,False,True
36250.0,-0.13233921348045674,158.62,5.04,139.0344827586207,1,TOV_KORMOTECH,1,37,30,True,False,False,True,False,True,False,False,False,False,False,True
1524.0,0.0,21.34,0.35,229.65879265091863,0,TOV_KORMOTECH,1,39,1,True,False,False,True,False,True,False,False,False,False,False,True
1156.0,-0.24146981627296593,16.18,0.26,224.9134948096886,0,TOV_KORMOTECH,1,39,2,True,False,False,True,False,True,False,False,False,False,False,True
1761.0,0.523356401384083,24.65,0.42,238.5008517887564,0,TOV_KORMOTECH,1,39,3,True,False,False,True,False,True,False,False,False,False,False,True
3633.0,1.0630323679727427,50.86,0.84,231.21387283236993,0,TOV_KORMOTECH,1,39,4,True,False,False,True,False,True,False,False,False,False,False,True
369.0,-0.8984310487200661,5.17,0.09,243.90243902439025,0,TOV_KORMOTECH,1,39,5,True,False,False,True,False,True,False,False,False,False,False,True
1417.0,2.8401084010840107,19.84,0.34,239.9435426958363,0,TOV_KORMOTECH,1,39,6,True,False,False,True,False,True,False,False,False,False,False,True
273.0,-0.8073394495412844,3.82,0.06,219.78021978021977,0,TOV_KORMOTECH,1,39,7,True,False,False,True,False,True,False,False,False,False,False,True
1128.0,3.1318681318681323,15.79,0.29,257.09219858156024,0,TOV_KORMOTECH,1,39,8,True,False,False,True,False,True,False,False,False,False,False,True
1343.0,0.19060283687943258,18.8,0.36,268.05658972449737,0,TOV_KORMOTECH,1,39,9,True,False,False,True,False,True,False,False,False,False,False,True
2685.0,0.9992553983618764,37.59,0.7,260.707635009311,0,TOV_KORMOTECH,1,39,10,True,False,False,True,False,True,False,False,False,False,False,True
1249.0,-0.5348230912476722,17.49,0.35,280.22417934347476,0,TOV_KORMOTECH,1,39,11,True,False,False,True,False,True,False,False,False,False,False,True
2410.0,0.9295436349079262,33.74,0.67,278.00829875518673,0,TOV_KORMOTECH,1,39,12,True,False,False,True,False,True,False,False,False,False,False,True
981.0,-0.5929460580912863,13.73,0.26,265.0356778797146,0,TOV_KORMOTECH,1,39,13,True,False,False,True,False,True,False,False,False,False,False,True
1992.0,1.0305810397553516,27.89,0.62,311.2449799196787,0,TOV_KORMOTECH,1,39,14,True,False,False,True,False,True,False,False,False,False,False,True
751.0,-0.6229919678714859,10.51,0.21,279.6271637816245,1,TOV_KORMOTECH,1,39,15,True,False,False,True,False,True,False,False,False,False,False,True
816.0,0.08655126498002663,11.42,0.26,318.62745098039215,1,TOV_KORMOTECH,1,39,16,True,False,False,True,False,True,False,False,False,False,False,True
453.0,-0.44485294117647056,6.34,0.15,331.12582781456956,1,TOV_KORMOTECH,1,39,17,True,False,False,True,False,True,False,False,False,False,False,True
1142.0,1.520971302428256,15.99,0.32,280.21015761821366,1,TOV_KORMOTECH,1,39,18,True,False,False,True,False,True,False,False,False,False,False,True
1308.0,0.14535901926444827,18.31,0.52,397.5535168195719,1,TOV_KORMOTECH,1,39,19,True,False,False,True,False,True,False,False,False,False,False,True
955.0,-0.26987767584097855,13.37,0.37,387.434554973822,1,TOV_KORMOTECH,1,39,20,True,False,False,True,False,True,False,False,False,False,False,True
1473.0,0.5424083769633508,20.62,0.56,380.1765105227428,1,TOV_KORMOTECH,1,39,21,True,False,False,True,False,True,False,False,False,False,False,True
1875.0,0.2729124236252545,26.25,0.67,357.33333333333337,1,TOV_KORMOTECH,1,39,22,True,False,False,True,False,True,False,False,False,False,False,True
1263.0,-0.3264,17.68,0.5,395.882818685669,1,TOV_KORMOTECH,1,39,23,True,False,False,True,False,True,False,False,False,False,False,True
1300.0,0.029295328582739533,18.2,0.54,415.3846153846154,1,TOV_KORMOTECH,1,39,24,True,False,False,True,False,True,False,False,False,False,False,True
2019.0,0.553076923076923,28.27,0.79,391.282813273898,1,TOV_KORMOTECH,1,39,25,True,False,False,True,False,True,False,False,False,False,False,True
3608.0,0.7870232788509164,50.51,1.48,410.19955654101994,1,TOV_KORMOTECH,1,39,26,True,False,False,True,False,True,False,False,False,False,False,True
2212.0,-0.38691796008869184,30.97,0.74,334.5388788426763,1,TOV_KORMOTECH,1,39,27,True,False,False,True,False,True,False,False,False,False,False,True
2366.0,0.06962025316455689,33.12,0.96,405.74809805579036,1,TOV_KORMOTECH,1,39,28,True,False,False,True,False,True,False,False,False,False,False,True
20.0,-0.9915469146238377,0.28,0.01,500.0,1,TOV_KORMOTECH,1,39,29,True,False,False,True,False,True,False,False,False,False,False,True
1363.0,67.15,19.08,0.58,425.531914893617,1,TOV_KORMOTECH,1,39,30,True,False,False,True,False,True,False,False,False,False,False,True
800.0,0.0,11.2,0.15,187.5,0,TOV_KORMOTECH,1,40,1,True,False,False,False,True,True,False,False,False,False,False,True
897.0,0.12125000000000008,12.56,0.17,189.520624303233,0,TOV_KORMOTECH,1,40,2,True,False,False,False,True,True,False,False,False,False,False,True
1078.0,0.2017837235228539,15.09,0.21,194.80519480519482,0,TOV_KORMOTECH,1,40,3,True,False,False,False,True,True,False,False,False,False,False,True
1692.0,0.5695732838589982,23.69,0.33,195.03546099290782,0,TOV_KORMOTECH,1,40,4,True,False,False,False,True,True,False,False,False,False,False,True
905.0,-0.4651300236406619,12.67,0.18,198.89502762430936,0,TOV_KORMOTECH,1,40,5,True,False,False,False,True,True,False,False,False,False,False,True
240.0,-0.7348066298342542,3.36,0.05,208.33333333333334,0,TOV_KORMOTECH,1,40,6,True,False,False,False,True,True,False,False,False,False,False,True
282.0,0.17500000000000004,3.95,0.06,212.7659574468085,0,TOV_KORMOTECH,1,40,7,True,False,False,False,True,True,False,False,False,False,False,True
302.0,0.07092198581560294,4.23,0.06,198.67549668874173,0,TOV_KORMOTECH,1,40,8,True,False,False,False,True,True,False,False,False,False,False,True
429.0,0.42052980132450335,6.01,0.1,233.1002331002331,0,TOV_KORMOTECH,1,40,9,True,False,False,False,True,True,False,False,False,False,False,True
427.0,-0.004662004662004615,5.98,0.09,210.7728337236534,0,TOV_KORMOTECH,1,40,10,True,False,False,False,True,True,False,False,False,False,False,True
770.0,0.8032786885245902,10.78,0.17,220.7792207792208,0,TOV_KORMOTECH,1,40,11,True,False,False,False,True,True,False,False,False,False,False,True
695.0,-0.09740259740259738,9.73,0.16,230.21582733812951,0,TOV_KORMOTECH,1,40,12,True,False,False,False,True,True,False,False,False,False,False,True
561.0,-0.19280575539568345,7.85,0.12,213.90374331550802,0,TOV_KORMOTECH,1,40,13,True,False,False,False,True,True,False,False,False,False,False,True
507.0,-0.09625668449197866,7.1,0.12,236.68639053254438,0,TOV_KORMOTECH,1,40,14,True,False,False,False,True,True,False,False,False,False,False,True
192.0,-0.6213017751479291,2.69,0.04,208.33333333333334,1,TOV_KORMOTECH,1,40,15,True,False,False,False,True,True,False,False,False,False,False,True
721.0,2.7552083333333335,10.09,0.17,235.78363384188629,1,TOV_KORMOTECH,1,40,16,True,False,False,False,True,True,False,False,False,False,False,True
164.0,-0.7725381414701803,2.3,0.03,182.9268292682927,1,TOV_KORMOTECH,1,40,17,True,False,False,False,True,True,False,False,False,False,False,True
1066.0,5.5,14.92,0.24,225.140712945591,1,TOV_KORMOTECH,1,40,18,True,False,False,False,True,True,False,False,False,False,False,True
395.0,-0.6294559099437148,5.53,0.13,329.11392405063293,1,TOV_KORMOTECH,1,40,19,True,False,False,False,True,True,False,False,False,False,False,True
308.0,-0.22025316455696198,4.31,0.1,324.6753246753247,1,TOV_KORMOTECH,1,40,20,True,False,False,False,True,True,False,False,False,False,False,True
799.0,1.594155844155844,11.19,0.26,325.4067584480601,1,TOV_KORMOTECH,1,40,21,True,False,False,False,True,True,False,False,False,False,False,True
366.0,-0.5419274092615769,5.12,0.09,245.9016393442623,1,TOV_KORMOTECH,1,40,22,True,False,False,False,True,True,False,False,False,False,False,True
489.0,0.33606557377049184,6.85,0.16,327.19836400817996,1,TOV_KORMOTECH,1,40,23,True,False,False,False,True,True,False,False,False,False,False,True
229.0,-0.5316973415132924,3.21,0.07,305.6768558951965,1,TOV_KORMOTECH,1,40,24,True,False,False,False,True,True,False,False,False,False,False,True
234.0,0.02183406113537112,3.28,0.07,299.1452991452992,1,TOV_KORMOTECH,1,40,25,True,False,False,False,True,True,False,False,False,False,False,True
1460.0,5.239316239316239,20.44,0.42,287.6712328767123,1,TOV_KORMOTECH,1,40,26,True,False,False,False,True,True,False,False,False,False,False,True
870.0,-0.40410958904109584,12.18,0.25,287.35632183908046,1,TOV_KORMOTECH,1,40,27,True,False,False,False,True,True,False,False,False,False,False,True
1179.0,0.3551724137931034,16.51,0.52,441.0517387616624,1,TOV_KORMOTECH,1,40,28,True,False,False,False,True,True,False,False,False,False,False,True
89.0,-0.9245122985581001,1.25,0.03,337.07865168539325,1,TOV_KORMOTECH,1,40,29,True,False,False,False,True,True,False,False,False,False,False,True
219.0,1.4606741573033708,3.07,0.06,273.972602739726,1,TOV_KORMOTECH,1,40,30,True,False,False,False,True,True,False,False,False,False,False,True
2100.0,0.0,0.01,0.01,4.761904761904763,0,TOV_KORMOTECH,1,53,1,False,True,False,True,False,False,True,False,False,True,False,False
13400.0,5.380952380952381,0.07,0.05,3.7313432835820897,0,TOV_KORMOTECH,1,53,2,False,True,False,True,False,False,True,False,False,True,False,False
39300.0,1.9328358208955225,0.2,0.15,3.8167938931297707,0,TOV_KORMOTECH,1,53,3,False,True,False,True,False,False,True,False,False,True,False,False
9600.0,-0.7557251908396947,0.05,0.04,4.166666666666667,0,TOV_KORMOTECH,1,53,4,False,True,False,True,False,False,True,False,False,True,False,False
7900.0,-0.17708333333333337,0.04,0.03,3.79746835443038,0,TOV_KORMOTECH,1,53,5,False,True,False,True,False,False,True,False,False,True,False,False
12700.0,0.6075949367088607,0.06,0.05,3.937007874015748,0,TOV_KORMOTECH,1,53,6,False,True,False,True,False,False,True,False,False,True,False,False
13700.0,0.07874015748031504,0.07,0.05,3.6496350364963503,0,TOV_KORMOTECH,1,53,7,False,True,False,True,False,False,True,False,False,True,False,False
7500.0,-0.45255474452554745,0.04,0.03,4.0,0,TOV_KORMOTECH,1,53,8,False,True,False,True,False,False,True,False,False,True,False,False
26400.0,2.52,0.13,0.09,3.409090909090909,0,TOV_KORMOTECH,1,53,9,False,True,False,True,False,False,True,False,False,True,False,False
15650.0,-0.4071969696969697,0.08,0.06,3.8338658146964852,0,TOV_KORMOTECH,1,53,10,False,True,False,True,False,False,True,False,False,True,False,False
32000.0,1.0447284345047922,0.16,0.13,4.062500000000001,0,TOV_KORMOTECH,1,53,11,False,True,False,True,False,False,True,False,False,True,False,False
23750.0,-0.2578125,0.12,0.09,3.7894736842105265,0,TOV_KORMOTECH,1,53,12,False,True,False,True,False,False,True,False,False,True,False,False
49000.0,1.0631578947368423,0.25,0.22,4.489795918367347,0,TOV_KORMOTECH,1,53,13,False,True,False,True,False,False,True,False,False,True,False,False
6750.0,-0.8622448979591837,0.03,0.03,4.444444444444444,0,TOV_KORMOTECH,1,53,14,False,True,False,True,False,False,True,False,False,True,False,False
15150.0,1.2444444444444445,0.08,0.06,3.96039603960396,1,TOV_KORMOTECH,1,53,15,False,True,False,True,False,False,True,False,False,True,False,False
7050.0,-0.5346534653465347,0.04,0.03,4.25531914893617,1,TOV_KORMOTECH,1,53,16,False,True,False,True,False,False,True,False,False,True,False,False
4500.0,-0.36170212765957444,0.02,0.02,4.444444444444444,1,TOV_KORMOTECH,1,53,17,False,True,False,True,False,False,True,False,False,True,False,False
6500.0,0.4444444444444444,0.03,0.03,4.615384615384615,1,TOV_KORMOTECH,1,53,18,False,True,False,True,False,False,True,False,False,True,False,False
4000.0,-0.3846153846153846,0.02,0.02,5.0,1,TOV_KORMOTECH,1,53,19,False,True,False,True,False,False,True,False,False,True,False,False
7000.0,0.75,0.04,0.03,4.285714285714286,1,TOV_KORMOTECH,1,53,20,False,True,False,True,False,False,True,False,False,True,False,False
10000.0,0.4285714285714286,0.05,0.04,4.0,1,TOV_KORMOTECH,1,53,21,False,True,False,True,False,False,True,False,False,True,False,False
1000.0,-0.9,0.01,0.0,0.0,1,TOV_KORMOTECH,1,53,22,False,True,False,True,False,False,True,False,False,True,False,False
15000.0,14.0,0.08,0.07,4.666666666666667,1,TOV_KORMOTECH,1,53,23,False,True,False,True,False,False,True,False,False,True,False,False
500.0,-0.9666666666666667,0.0,0.0,0.0,1,TOV_KORMOTECH,1,53,24,False,True,False,True,False,False,True,False,False,True,False,False
6400.0,11.8,0.03,0.03,4.6875,1,TOV_KORMOTECH,1,53,25,False,True,False,True,False,False,True,False,False,True,False,False
7400.0,0.15625,0.04,0.04,5.405405405405405,1,TOV_KORMOTECH,1,53,26,False,True,False,True,False,False,True,False,False,True,False,False
6100.0,-0.17567567567567566,0.03,0.03,4.918032786885245,1,TOV_KORMOTECH,1,53,27,False,True,False,True,False,False,True,False,False,True,False,False
5200.0,-0.14754098360655743,0.03,0.03,5.769230769230769,1,TOV_KORMOTECH,1,53,28,False,True,False,True,False,False,True,False,False,True,False,False
12000.0,1.3076923076923075,0.06,0.07,5.833333333333334,1,TOV_KORMOTECH,1,53,29,False,True,False,True,False,False,True,False,False,True,False,False
3100.0,-0.7416666666666667,0.02,0.02,6.451612903225806,1,TOV_KORMOTECH,1,53,30,False,True,False,True,False,False,True,False,False,True,False,False
5040.0,0.0,0.06,0.04,7.936507936507936,0,TOV_KORMOTECH,1,55,1,False,True,False,False,True,False,True,False,False,True,False,False
8204.0,0.6277777777777778,0.44,0.1,12.189176011701608,0,TOV_KORMOTECH,1,55,2,False,True,False,False,True,False,True,False,False,True,False,False
3444.0,-0.5802047781569966,0.08,0.03,8.710801393728223,0,TOV_KORMOTECH,1,55,3,False,True,False,False,True,False,True,False,False,True,False,False
2932.0,-0.148664343786295,0.15,0.03,10.231923601637106,0,TOV_KORMOTECH,1,55,4,False,True,False,False,True,False,True,False,False,True,False,False
3190.0,0.08799454297407916,0.22,0.04,12.539184952978056,0,TOV_KORMOTECH,1,55,5,False,True,False,False,True,False,True,False,False,True,False,False
2990.0,-0.06269592476489028,0.14,0.03,10.033444816053512,0,TOV_KORMOTECH,1,55,6,False,True,False,False,True,False,True,False,False,True,False,False
3244.0,0.08494983277591972,0.06,0.03,9.247842170160297,0,TOV_KORMOTECH,1,55,7,False,True,False,False,True,False,True,False,False,True,False,False
600.0,-0.815043156596794,0.01,0.0,0.0,0,TOV_KORMOTECH,1,55,8,False,True,False,False,True,False,True,False,False,True,False,False
17298.0,27.83,0.69,0.18,10.40582726326743,0,TOV_KORMOTECH,1,55,9,False,True,False,False,True,False,True,False,False,True,False,False
6996.0,-0.5955601803676726,0.49,0.09,12.864493996569468,0,TOV_KORMOTECH,1,55,10,False,True,False,False,True,False,True,False,False,True,False,False
4254.0,-0.39193825042881647,0.12,0.04,9.402914903620124,0,TOV_KORMOTECH,1,55,11,False,True,False,False,True,False,True,False,False,True,False,False
5622.0,0.3215796897038081,0.12,0.05,8.893632159373889,0,TOV_KORMOTECH,1,55,12,False,True,False,False,True,False,True,False,False,True,False,False
17020.0,2.0273923870508717,0.38,0.15,8.813160987074031,0,TOV_KORMOTECH,1,55,13,False,True,False,False,True,False,True,False,False,True,False,False
2036.0,-0.8803760282021151,0.13,0.02,9.82318271119843,0,TOV_KORMOTECH,1,55,14,False,True,False,False,True,False,True,False,False,True,False,False
2900.0,0.424361493123772,0.12,0.03,10.344827586206897,1,TOV_KORMOTECH,1,55,15,False,True,False,False,True,False,True,False,False,True,False,False
800.0,-0.7241379310344828,0.01,0.01,12.5,1,TOV_KORMOTECH,1,55,16,False,True,False,False,True,False,True,False,False,True,False,False
356.0,-0.5549999999999999,0.01,0.0,0.0,1,TOV_KORMOTECH,1,55,17,False,True,False,False,True,False,True,False,False,True,False,False
844.0,1.3707865168539324,0.01,0.01,11.848341232227488,1,TOV_KORMOTECH,1,55,18,False,True,False,False,True,False,True,False,False,True,False,False
542.0,-0.3578199052132701,0.02,0.0,0.0,1,TOV_KORMOTECH,1,55,19,False,True,False,False,True,False,True,False,False,True,False,False
1182.0,1.1808118081180812,0.03,0.01,8.460236886632826,1,TOV_KORMOTECH,1,55,20,False,True,False,False,True,False,True,False,False,True,False,False
772.0,-0.34686971235194586,0.02,0.01,12.953367875647668,1,TOV_KORMOTECH,1,55,21,False,True,False,False,True,False,True,False,False,True,False,False
374.0,-0.5155440414507773,0.02,0.0,0.0,1,TOV_KORMOTECH,1,55,22,False,True,False,False,True,False,True,False,False,True,False,False
1098.0,1.9358288770053478,0.04,0.01,9.107468123861567,1,TOV_KORMOTECH,1,55,23,False,True,False,False,True,False,True,False,False,True,False,False
200.0,-0.8178506375227687,0.0,0.0,0.0,1,TOV_KORMOTECH,1,55,24,False,True,False,False,True,False,True,False,False,True,False,False
454.0,1.27,0.01,0.0,0.0,1,TOV_KORMOTECH,1,55,25,False,True,False,False,True,False,True,False,False,True,False,False
1060.0,1.3348017621145374,0.03,0.01,9.433962264150944,1,TOV_KORMOTECH,1,55,26,False,True,False,False,True,False,True,False,False,True,False,False
1468.0,0.3849056603773584,0.08,0.02,13.623978201634877,1,TOV_KORMOTECH,1,55,27,False,True,False,False,True,False,True,False,False,True,False,False
1800.0,0.22615803814713886,0.09,0.02,11.111111111111112,1,TOV_KORMOTECH,1,55,28,False,True,False,False,True,False,True,False,False,True,False,False
2130.0,0.18333333333333335,0.05,0.02,9.389671361502348,1,TOV_KORMOTECH,1,55,29,False,True,False,False,True,False,True,False,False,True,False,False
1000.0,-0.5305164319248826,0.03,0.01,10.0,1,TOV_KORMOTECH,1,55,30,False,True,False,False,True,False,True,False,False,True,False,False
